09:31:08;BNOM;0;0;0
09:31:08;BNOM;-35.31;-15.94;-75.5
09:31:08;BNOM;-27.06;-10.13;-82.69
09:31:08;BNOM;-24.88;-10.13;-81.88
09:31:08;BNOM;-25.63;-10.88;-82.31
09:31:09;BNOM;-25.94;-10.88;-82.31
09:31:09;BNOM;-25.94;-10.5;-81.5
09:31:09;BNOM;-27.06;-10.88;-83.5
09:31:09;BNOM;-25.63;-10.88;-83.13
09:31:10;BNOM;-25.94;-10.5;-82.75
09:31:10;BNOM;-26.31;-11.94;-81.94
09:31:10;BNOM;-27.38;-10.88;-82.38
09:31:10;BNOM;-27.38;-11.94;-81.56
09:31:11;BNOM;-27.75;-10.88;-82.38
09:31:11;BNOM;-26.69;-11.56;-82
09:31:11;BNOM;-28.13;-12.31;-81.63
09:31:11;BNOM;-27.44;-11.56;-82.44
09:31:12;BNOM;-26.31;-11.56;-81.25
09:31:12;BNOM;-25.94;-10.13;-73.38
09:31:12;BNOM;-33.94;-17;-67.06
09:31:12;BNOM;-45.44;-35.06;-71.38
09:31:13;BNOM;-37.5;-20.25;-78.5
09:31:13;BNOM;-15.5;-13;-95.06
09:31:13;BNOM;-23.44;-13.75;-93.88
09:31:13;BNOM;-34.63;-24.56;-96.25
09:31:14;BNOM;-41.88;-31.44;-91.56
09:31:14;BNOM;-34.63;-23.5;-94.31
09:31:14;BNOM;-16.94;-10.13;-90
09:31:14;BNOM;-11.5;-6.19;-74.19
09:31:15;BNOM;-18.75;-8.69;-69.44
09:31:15;BNOM;-19.81;-8.31;-69.44
09:31:15;BNOM;-22.38;-9.75;-80.5
09:31:15;BNOM;-24.88;-10.13;-82.5
09:31:16;BNOM;-22;-7.25;-77
09:31:16;BNOM;-18;-8;-74.63
09:31:16;BNOM;-15.13;-7.63;-78.94
09:31:16;BNOM;-17.69;-7.25;-76.19
09:31:17;BNOM;-20.94;-9.75;-86.5
09:31:17;BNOM;-20.19;-10.5;-88.44
09:31:17;BNOM;-17.69;-7.63;-82.13
09:31:17;BNOM;-18.38;-8.69;-82.56
09:31:18;BNOM;-17.31;-8.31;-83.31
09:31:18;BNOM;-14.06;-9.44;-88.06
09:31:18;BNOM;-38.25;-27.5;-94
09:31:19;BNOM;-37.88;-24.25;-88.5
09:31:19;BNOM;-39.31;-27.13;-91.25
09:31:19;BNOM;-44.38;-54.94;-83.75
09:31:19;BNOM;-45.5;-58.88;-79.44
09:31:20;BNOM;-46.56;-54.19;-82.19
09:31:20;BNOM;-42.25;-44.44;-94
09:31:20;BNOM;-37.88;-43.75;-100.75
09:31:20;BNOM;-36.44;-42.63;-101.56
09:31:21;BNOM;-36.06;-43.75;-101.94
09:32:13;BNOM;0;0;0
09:32:13;BNOM;-35.69;-11.25;-89.31
09:32:13;BNOM;-35.69;-11.25;-89.69
09:32:14;BNOM;-35.31;-11.56;-89.31
09:32:14;BNOM;-36.06;-10.88;-88.94
09:32:14;BNOM;-36.06;-10.88;-88.19
09:32:14;BNOM;-35.69;-11.94;-89
09:32:15;BNOM;-36.06;-11.25;-89.38
09:32:15;BNOM;-36.81;-11.25;-89.38
09:32:15;BNOM;-36.44;-11.94;-89.06
09:32:15;BNOM;-36.81;-12.31;-89.06
09:32:16;BNOM;-36.06;-10.5;-88.25
09:32:16;BNOM;-37.13;-10.13;-88.25
09:32:16;BNOM;-36.06;-11.56;-90.25
09:32:16;BNOM;-37.13;-11.25;-89.5
09:32:17;BNOM;-35.69;-11.25;-90.69
09:32:17;BNOM;-36.81;-10.5;-89.94
09:32:17;BNOM;-36.81;-11.25;-89.5
09:32:17;BNOM;-37.19;-11.94;-88.75
09:32:18;BNOM;-37.19;-10.13;-88.75
09:32:18;BNOM;-36.44;-11.56;-89.13
09:32:18;BNOM;-36.44;-10.5;-89.56
09:32:18;BNOM;-36.81;-11.25;-89.19
09:32:19;BNOM;-36.44;-9.06;-88.38
09:32:19;BNOM;-36.44;-10.88;-90
09:32:19;BNOM;-35;-10.5;-88.81
09:32:19;BNOM;-36.06;-11.94;-88.81
09:32:20;BNOM;-36.44;-10.88;-88.81
09:32:20;BNOM;-36.81;-11.25;-89.19
09:32:20;BNOM;-35.69;-10.5;-88.81
09:32:20;BNOM;-33.94;-10.13;-89.19
09:32:21;BNOM;-34.63;-10.88;-89.19
09:32:21;BNOM;-33.19;-9.75;-88.81
09:32:21;BNOM;-33.56;-9.44;-88.81
09:32:21;BNOM;-36.81;-80.94;-78.19
09:32:22;BNOM;-10.06;-89.94;-83.69
09:32:22;BNOM;1.5;-88.13;-83.69
09:32:22;BNOM;-5.75;-88.88;-86.94
09:32:22;BNOM;-19.5;-71.19;-103.06
09:32:23;BNOM;-24.88;-71.19;-102.75
09:32:23;BNOM;-15.5;-81.31;-98.38
09:32:23;BNOM;-7.56;-88.5;-90.88
09:32:23;BNOM;2.56;-91.06;-79.81
09:32:24;BNOM;6.19;-90.31;-71.88
09:32:24;BNOM;6.56;-89.25;-72.31
09:32:24;BNOM;7.25;-89.94;-73.06
09:32:24;BNOM;8;-90.69;-73.5
09:32:25;BNOM;6.88;-90.69;-73.5
09:32:25;BNOM;6.88;-89.63;-73.13
10:29:37;BNOM;-1.81;-16.38;-34
10:29:41;BNOM;-1.44;-16.75;-35.38
10:29:51;BNOM;-22.5;-26.25;-98.31
10:29:56;BNOM;13.88;-15.31;-51.25
10:30:05;BNOM;21.88;-28.75;-51.69
10:30:10;BNOM;9.13;-2.56;-103.81
10:30:19;BNOM;11.31;-2.94;-65.44
10:30:23;BNOM;-16;5.44;-72.56
10:30:25;BNOM;-16;5.44;-72.56
10:30:35;BNOM;-15.25;0;-62.56
10:30:39;BNOM;
10:30:40;BNOM;-8.69;6.88;-95.13
10:30:40;BNOM;3.31;5.4
10:30:40;BNOM;-15.63;5.06;-70.06
10:30:40;BNOM;-1.81;-8.06
10:30:40;BNOM;-18.5;-15.69;-48.38
10:30:40;BNOM;-4.69;6.13;-95.5
10:30:41;BNOM;-17.81;5.44;-73
10:30:41;BNOM;-4.69;2.13;-99.69
10:30:41;BNOM;-17.81;-10.25;-51.31
10:30:41;BNOM;-28.69;-8.75;-106.75
10:30:41;BNOM;17.5;-32.75;-48.38
10:30:42;BNOM;-22.19;-2.94;-58.38
10:30:42;BNOM;0;5.44;-75.5
10:30:42;BNOM;-29.44;1.44;-77.13
10:30:42;BNOM;25.88;-23.69;-58.75
10:30:44;BNOM;-40.75;-11.69;-86.31
10:30:44;BNOM;-29.44;-8.75;-58.75
10:30:45;BNOM;24.06;-14.56;-97.56
10:30:46;BNOM;10.25;-27.31;-45
10:30:46;BNOM;-3.63;-0.38;-105.06
10:30:47;BNOM;-25.44;4.31;-81.31
10:30:47;BNOM;5.88;3.25;-88
10:30:47;BNOM;-11.25;6.5;-77.94
10:30:47;BNOM;18.25;-14.56;-56.69
10:30:47;BNOM;-18.5;-12.06;-115.13
10:30:48;BNOM;24.75;-22.25;-59.63
10:30:48;BNOM;-18.19;5.06;-91.75
10:30:48;BNOM;3.69;-12.06;-50
10:30:48;BNOM;19.31;-13.5;-106.31
10:30:49;BNOM;-19.63;-12.06;-50.44
10:30:49;BNOM;-1.06;6.88;-78.81
10:30:49;BNOM;-20;-28.06;-120.5
10:30:49;BNOM;-23.25;-30.94;-45.44
10:30:50;BNOM;-8.69;9.81;-83.81
10:30:50;BNOM;-25.81;2.5;-80.5
10:30:50;BNOM;-45.06;-20.06;-93.38
10:30:50;BNOM;20.44;-33.88;-50.44
10:30:51;BNOM;-22.5;5.81;-85.44
10:30:51;BNOM;-0.31;0.69;-62.94
10:30:51;BNOM;-6.88;5.81;-96.31
10:30:51;BNOM;-22.19;2.13;-70
10:30:52;BNOM;-29.44;0.31;-84.63
10:30:52;BNOM;14.25;-4.38;-101.31
10:30:52;BNOM;-30.88;-22.25;-52.5
10:30:53;BNOM;-37.81;-14.56;-101.75
10:30:53;BNOM;28.06;-19.69;-68.38
10:30:53;BNOM;-10.19;6.88;-80.44
10:30:53;BNOM;18.94;-9.88;-65.44
10:30:54;BNOM;-33.81;-2.94;-85.88
10:30:54;BNOM;11.31;-12.75;-54.63
10:30:54;BNOM;-16.69;1.44;-65.88
10:30:54;BNOM;26.56;-12.38;-75.06
10:30:55;BNOM;-43.25;-14.94;-88.81
10:30:55;BNOM;5.5;5.06;-87.13
10:30:55;BNOM;-14.88;3.63;-102.56
10:30:55;BNOM;-17.81;-23.31;-45.44
10:30:56;BNOM;-21.81;2.88;-95
10:30:56;BNOM;0.38;1.44;-65
10:30:56;BNOM;-14.19;7.63;-88.81
10:30:56;BNOM;-5.81;-24.06;-42.94
10:30:57;BNOM;-26.5;-1.5;-100.06
10:30:57;BNOM;2.19;-13.13;-50.44
10:30:57;BNOM;-22.19;4.31;-89.63
10:30:57;BNOM;8.06;-12.38;-53.38
10:30:58;BNOM;-31.25;-26.56;-51.69
10:30:58;BNOM;21.5;-15.69;-105.5
10:30:58;BNOM;5.5;-4.06;-62.94
10:30:58;BNOM;-0.69;4.69;-96.31
10:31:00;BNOM;2.94;-6.19;-57.06
10:31:00;BNOM;-28.69;-0.75;-73.81
10:31:01;BNOM;18.25;-4.06;-85.44
10:31:01;BNOM;-21.44;5.44;-80.44
10:31:01;BNOM;-5.06;6.5;-73.38
10:31:01;BNOM;23.31;-9.13;-91.31
10:31:01;BNOM;-36.69;-16.06;-103.38
10:31:02;BNOM;22.25;-11.31;-69.63
10:31:02;BNOM;-2.5;-5.13;-110.06
10:31:02;BNOM;-7.63;2.88;-65
10:31:02;BNOM;-3.25;2.5;-67.13
10:31:03;BNOM;8.75;3.25;-93.81
10:31:03;BNOM;-36.69;-4.38;-89.19
10:31:03;BNOM;27.31;-15.69;-94.19
10:31:03;BNOM;-45.81;-23.31;-91.25
10:31:04;BNOM;-1.06;-1.88;-109.63
10:31:04;BNOM;-2.88;-11.31;-51.25
10:31:04;BNOM;-9.06;5.44;-70.44
10:31:04;BNOM;14.56;-27.31;-49.19
10:31:05;BNOM;-34.88;-6.56;-98
10:31:05;BNOM;-16.31;1.44;-101.31
10:31:05;BNOM;-5.06;-2.19;-60.44
10:31:06;BNOM;-24.69;4.69;-86.69
10:31:06;BNOM;30.56;-21.13;-76.69
10:31:06;BNOM;-6.88;-8.38;-52.13
10:31:06;BNOM;-10.5;4;-102.13
10:31:06;BNOM;-2.88;0.69;-63.31
10:31:07;BNOM;8.75;-5.13;-104.63
10:31:07;BNOM;10.56;-9.88;-57.94
10:31:07;BNOM;-7.25;-6.94;-113.75
10:31:07;BNOM;28.44;-19.31;-70
10:31:08;BNOM;-44;-17.5;-91.25
10:31:08;BNOM;-2.13;5.44;-95.88
10:31:08;BNOM;-21.06;4;-72.94
10:31:08;BNOM;-16;-1.13;-106.25
10:31:09;BNOM;14.25;-22.56;-50
10:31:09;BNOM;13.13;-19.31;-50.81
10:31:09;BNOM;5.88;-1.5;-104.63
10:31:09;BNOM;-22.19;3.63;-74.13
10:31:10;BNOM;-3.63;2.88;-67.06
10:31:10;BNOM;-22.88;-4.75;-106.69
10:31:10;BNOM;-20;-17.13;-48.31
10:31:10;BNOM;-18.88;-20.38;-117.56
10:31:11;BNOM;-17.44;-10.19;-52.06
10:31:11;BNOM;-12;5.81;-86.69
10:31:11;BNOM;-16.69;4.69;-72.94
10:31:11;BNOM;15.31;0;-92.06
10:31:12;BNOM;32.44;-28.06;-70.81
10:31:12;BNOM;-43.63;-15.31;-86.25
10:31:12;BNOM;-0.31;5.81;-92.5
10:31:12;BNOM;-6.5;6.88;-78.31
10:31:13;BNOM;21.13;-21.5;-109.19
10:31:13;BNOM;-35.25;-9.5;-66.25
10:31:13;BNOM;25.88;-10.19;-80.81
10:31:13;BNOM;-17.44;-4.75;-107.5
10:31:14;BNOM;-14.19;-1.5;-57.94
10:31:14;BNOM;27.31;-16.06;-91.69
10:31:14;BNOM;-28.69;3.25;-83.75
10:31:14;BNOM;-18.5;1.81;-67.5
10:31:15;BNOM;26.25;-10.56;-87.5
10:31:15;BNOM;-17.06;-16.06;-117.5
10:31:15;BNOM;-8.69;-14.25;-46.63
10:31:15;BNOM;8.06;1.44;-70.81
10:31:16;BNOM;27.31;-13.13;-77.06
10:31:16;BNOM;-17.81;-2.19;-107.5
10:31:16;BNOM;-33.81;-5.88;-69.13
10:31:16;BNOM;-6.88;-17.5;-45.38
10:31:17;BNOM;27.31;-16.06;-92.94
10:31:17;BNOM;-39.25;-16.06;-65
10:31:17;BNOM;16.06;-5.13;-73.31
10:31:18;BNOM;-19.63;5.44;-91.25
10:31:18;BNOM;-6.5;3.25;-68.31
10:31:18;BNOM;-29.44;-4.38;-62.88
10:31:18;BNOM;8.75;-1.13;-99.56
10:31:19;BNOM;-2.13;0;-103.75
10:31:19;BNOM;-7.25;0;-61.63
10:31:19;BNOM;-33.44;-6.19;-66.63
10:31:19;BNOM;6.19;-5.13;-109.19
10:31:20;BNOM;28.44;-25.88;-100
10:31:20;BNOM;-24;-13.5;-53.31
10:31:20;BNOM;-29.06;0.31;-87.88
10:31:20;BNOM;15.69;-1.5;-73.75
10:31:21;BNOM;6.56;-12.75;-52.5
10:31:21;BNOM;-33.44;-1.88;-92.94
10:31:21;BNOM;-8.69;2.88;-98.31
10:31:21;BNOM;-7.25;4.31;-71.25
10:31:22;BNOM;-37.06;-10.19;-98.31
10:31:22;BNOM;25.88;-12.38;-75.81
10:31:22;BNOM;-7.63;-3.69;-57.5
10:31:22;BNOM;-9.44;6.13;-93.75
10:31:23;BNOM;22.56;-10.19;-99.56
10:31:23;BNOM;-39.25;-23.31;-60
10:31:23;BNOM;-20;-1.5;-104.19
10:31:23;BNOM;11.31;0.69;-72.88
10:31:24;BNOM;-9.06;2.13;-102.94
10:31:24;BNOM;-12.31;-11.31;-50.81
10:31:24;BNOM;-3.25;6.5;-90.38
10:31:24;BNOM;-33.81;-3.31;-80.38
10:31:25;BNOM;28.75;-16.75;-77.5
10:31:25;BNOM;-30.88;-27.69;-49.56
10:31:25;BNOM;16.06;-2.94;-93.75
10:31:25;BNOM;6.56;-15.31;-50
10:31:26;BNOM;-8.31;1.06;-106.25
10:31:26;BNOM;11.31;0;-78.75
10:31:26;BNOM;-26.19;0.69;-71.63
10:31:26;BNOM;9.88;-8.38;-110
10:31:27;BNOM;-30.88;-15.69;-56.19
10:31:27;BNOM;-8;7.25;-93.31
10:31:27;BNOM;-8.69;5.06;-67.44
10:31:27;BNOM;16.75;-8.75;-103.31
10:31:28;BNOM;-42.56;-15.69;-90.38
